MACD|519702|交银趋势混合	混合型|3, 7, 24|23.66049
MA|000423|前海开源事件驱动混合A	混合型|19, 6, 22|21.83107
MACD|000423|前海开源事件驱动混合A	混合型|5, 6, 8|21.16169
MA|002124|广发新兴产业混合	混合型|19, 6, 22|22.08233
MACD|002124|广发新兴产业混合	混合型|2, 26, 7|20.08566
MA|160605|鹏华中国50	混合型|19, 7, 99|24.06592
MACD|160605|鹏华中国50	混合型|4, 6, 8|20.00816
MA|001892|长盛新兴成长混合	混合型|7, 7, 16|29.01588
MACD|001892|长盛新兴成长混合	混合型|1, 39, 7|15.67735
MA|001865|前海开源事件驱动混合C	混合型|19, 6, 22|21.83232
MACD|001865|前海开源事件驱动混合C	混合型|3, 6, 11|21.20378
MA|000020|景顺长城品质投资混合	混合型|20, 43, 65|3.66622
MACD|000020|景顺长城品质投资混合	混合型|5, 11, 4|8.33023
MA|002214|中海沪港深价值优选混合	混合型|19, 6, 22|8.74913
MACD|002214|中海沪港深价值优选混合	混合型|7, 6, 10|7.77548
MA|310358|申万菱信新经济混合	混合型|18, 16, 65|2.1342
MACD|310358|申万菱信新经济混合	混合型|3, 20, 28|5.04307
MA|002085|长盛互联网+混合	混合型|7, 7, 16|29.2232
MACD|002085|长盛互联网+混合	混合型|1, 39, 8|15.99293
MA|003940|银华盛世精选灵活配置混合发起式	混合型|17, 48, 91|5.21936
MACD|003940|银华盛世精选灵活配置混合发起式	混合型|1, 18, 24|10.58112
MA|004528|长盛盛通纯债A	none|1, 24, 10|27.2872
MACD|004528|长盛盛通纯债A	none|1, 11, 9|27.08476
MA|001581|华安沪港深通精选灵活配置混合	混合型|5, 5, 84|22.4601
MACD|001581|华安沪港深通精选灵活配置混合	混合型|2, 11, 4|18.38473
MA|002534|华安稳固收益债券A	债券型|9, 54, 57|0.0
MACD|002534|华安稳固收益债券A	债券型|20, 9, 21|0.44229
MA|000529|广发竞争优势混合	混合型|19, 6, 22|16.7311
MACD|000529|广发竞争优势混合	混合型|14, 16, 9|14.91349
MA|004374|华泰保兴吉年丰混合发起A	混合型|9, 7, 13|5.91029
MACD|004374|华泰保兴吉年丰混合发起A	混合型|16, 4, 12|6.33173
MA|004375|华泰保兴吉年丰混合发起C	混合型|9, 7, 13|5.81459
MACD|004375|华泰保兴吉年丰混合发起C	混合型|17, 4, 12|6.36353
MA|001681|新华积极价值灵活配置混合	混合型|7, 7, 62|23.98046
MACD|001681|新华积极价值灵活配置混合	混合型|6, 7, 24|23.98046
MA|004183|富国产业升级混合	none|2, 10, 76|13.88915
MACD|004183|富国产业升级混合	none|6, 11, 25|21.56473
MA|163411|兴全精选混合	保本型|2, 55, 41|8.92616
MACD|163411|兴全精选混合	保本型|4, 5, 24|26.83414
MA|001458|广发中证全指主要消费联接A	联接基金|16, 7, 91|19.30764
MACD|001458|广发中证全指主要消费联接A	联接基金|2, 9, 24|15.97156
MA|002976|广发中证全指主要消费联接C	联接基金|7, 7, 91|19.20761
MACD|002976|广发中证全指主要消费联接C	联接基金|2, 15, 15|15.88894
MA|163805|中银策略混合	混合型|4, 6, 70|11.06403
MACD|163805|中银策略混合	混合型|3, 9, 8|6.54591
MA|001528|诺安先进制造股票	股票型|7, 5, 22|23.68543
MACD|001528|诺安先进制造股票	股票型|4, 8, 7|14.17792
MA|003154|华宝新活力混合	混合型|1, 57, 46|10.1251
MACD|003154|华宝新活力混合	混合型|2, 15, 28|19.22268
MA|004357|南方智慧混合	混合型|2, 28, 39|9.35951
MACD|004357|南方智慧混合	混合型|3, 11, 24|21.93866
MA|001663|中银互联网+股票	股票型|19, 5, 49|16.18394
MACD|001663|中银互联网+股票	股票型|19, 22, 26|16.64047
MA|501018|南方原油	QDII|1, 48, 31|7.85182
MACD|501018|南方原油	QDII|1, 13, 5|18.78048
MA|001163|银华中国梦30股票	股票型|19, 6, 22|20.77456
MACD|001163|银华中国梦30股票	股票型|2, 12, 24|18.76952
MA|002989|融通通乾研究精选混合	混合型|1, 12, 13|13.45044
MACD|002989|融通通乾研究精选混合	混合型|7, 4, 15|12.71702
MA|001410|信达澳银新能源产业股票	股票型|20, 9, 86|0.0
MACD|001410|信达澳银新能源产业股票	股票型|13, 10, 6|1.686
MA|164508|国富中证100指数增强分级	股票指数|7, 7, 84|19.19002
MACD|164508|国富中证100指数增强分级	股票指数|2, 31, 9|14.09542
MA|000532|景顺长城优势企业混合	混合型|19, 7, 91|23.48627
MACD|000532|景顺长城优势企业混合	混合型|3, 9, 5|21.16945
MA|519732|交银定期支付双息平衡混合	混合型|5, 54, 42|6.54417
MACD|519732|交银定期支付双息平衡混合	混合型|2, 8, 9|16.44217
MA|002142|博时外延增长主题灵活配置混合	混合型|6, 38, 13|3.15156
MACD|002142|博时外延增长主题灵活配置混合	混合型|3, 6, 4|3.59569
MA|206002|鹏华精选成长混合	混合型|19, 6, 22|18.42954
MACD|206002|鹏华精选成长混合	混合型|1, 38, 14|11.22717
MA|001186|富国文体健康股票	股票型|3, 50, 43|5.65349
MACD|001186|富国文体健康股票	股票型|14, 17, 26|13.47116
MA|100026|富国天合稳健优选混合	混合型|1, 5, 34|3.74049
MACD|100026|富国天合稳健优选混合	混合型|4, 8, 9|8.53868
MA|001047|光大国企改革股票	股票型|13, 8, 24|18.84208
MACD|001047|光大国企改革股票	股票型|2, 11, 28|18.01393
MA|519196|万家新兴蓝筹灵活配置混合	混合型|2, 15, 10|9.83887
MACD|519196|万家新兴蓝筹灵活配置混合	混合型|17, 12, 26|11.11495
MA|519712|交银阿尔法核心混合	混合型|3, 48, 12|9.07886
MACD|519712|交银阿尔法核心混合	混合型|4, 5, 18|11.91849
MA|519035|富国天博创新主题混合	混合型|19, 5, 79|17.46464
MACD|519035|富国天博创新主题混合	混合型|4, 17, 7|15.38408
MA|003597|长盛盛腾混合C	混合型|19, 6, 22|16.63343
MACD|003597|长盛盛腾混合C	混合型|1, 8, 26|10.61786
MA|000001|上证指数|9, 7, 33|13.30042
MACD|000001|上证指数|5, 42, 9|10.53893
MA|000002|Ａ股指数|9, 7, 33|13.33075
MACD|000002|Ａ股指数|5, 42, 9|10.55361
MA|000003|Ｂ股指数|8, 4, 16|7.82504
MACD|000003|Ｂ股指数|6, 35, 18|6.28743
MA|000004|工业指数|9, 7, 33|12.08445
MACD|000004|工业指数|2, 34, 6|11.47795
MA|000005|商业指数|9, 17, 21|3.35852
MACD|000005|商业指数|1, 8, 30|3.40761
MA|000006|地产指数|7, 6, 56|27.74703
MACD|000006|地产指数|9, 22, 8|27.25603
MA|000007|公用指数|1, 17, 26|2.8486
MACD|000007|公用指数|19, 13, 6|4.90651
MA|000008|综合指数|8, 5, 36|21.57696
MACD|000008|综合指数|3, 22, 15|20.34097
MA|000009|上证380|9, 8, 22|7.19836
MACD|000009|上证380|18, 11, 4|8.81905
MA|000010|上证180|8, 6, 21|25.32315
MACD|000010|上证180|2, 34, 30|24.36277
MA|000011|基金指数|9, 8, 40|11.25696
MACD|000011|基金指数|19, 27, 9|11.07025
MA|000012|国债指数|9, 6, 46|0.92664
MACD|000012|国债指数|7, 24, 10|0.7274
MA|000013|企债指数|1, 20, 20|2.13239
MACD|000013|企债指数|3, 22, 11|2.07276
MA|000015|红利指数|9, 6, 59|20.70243
MACD|000015|红利指数|7, 27, 4|20.6211
MA|000016|上证50|5, 4, 22|34.11237
MACD|000016|上证50|3, 42, 5|33.15233
MA|000017|新综指|9, 6, 32|13.33326
MACD|000017|新综指|5, 42, 9|10.55348
MA|000018|180金融|10, 7, 48|32.38308
MACD|000018|180金融|3, 38, 28|25.13646
MA|000019|治理指数|4, 4, 51|18.05163
MACD|000019|治理指数|19, 37, 30|18.28338
MA|000021|180治理|9, 8, 51|26.01608
MACD|000021|180治理|3, 50, 27|22.19288
MA|000022|沪公司债|1, 10, 21|1.75054
MACD|000022|沪公司债|1, 25, 4|1.73097
MA|000025|180基建|5, 4, 34|5.54666
MACD|000025|180基建|15, 22, 28|4.58516
MA|000026|180资源|4, 4, 22|28.92227
MACD|000026|180资源|16, 5, 30|19.46262
MA|000027|180运输|4, 4, 49|32.85546
MACD|000027|180运输|2, 31, 5|32.27131
MA|000028|180成长|5, 4, 41|33.78924
MACD|000028|180成长|1, 44, 4|35.79002
MA|000030|180R成长|4, 4, 57|28.54271
MACD|000030|180R成长|4, 34, 4|28.2352
MA|000031|180R价值|5, 5, 27|23.22914
MACD|000031|180R价值|1, 45, 25|21.05657
MA|000032|上证能源|4, 4, 34|13.21472
MACD|000032|上证能源|5, 11, 12|17.33865
MA|000033|上证材料|5, 4, 34|24.85447
MACD|000033|上证材料|16, 6, 19|13.40617
MA|000034|上证工业|4, 4, 41|5.42947
MACD|000034|上证工业|7, 20, 10|4.90636
MA|000035|上证可选|5, 4, 41|8.66692
MACD|000035|上证可选|19, 20, 27|7.69272
MA|000036|上证消费|4, 4, 25|45.29508
MACD|000036|上证消费|8, 21, 18|44.11303
MA|000037|上证医药|5, 4, 41|19.43095
MACD|000037|上证医药|7, 15, 29|16.77715
MA|000038|上证金融|4, 4, 20|35.69207
MACD|000038|上证金融|1, 38, 27|28.75442
MA|000039|上证信息|2, 8, 42|9.08734
MACD|000039|上证信息|3, 12, 4|8.22474
MA|000040|上证电信|4, 4, 41|10.94645
MACD|000040|上证电信|13, 30, 10|11.98957
MA|000041|上证公用|5, 4, 57|1.17984
MACD|000041|上证公用|10, 23, 7|0.0
MA|000042|上证央企|4, 4, 41|24.06396
MACD|000042|上证央企|15, 25, 11|20.54074
MA|000043|超大盘|4, 4, 31|26.06822
MACD|000043|超大盘|15, 28, 11|20.89461
MA|000044|上证中盘|4, 4, 49|12.20186
MACD|000044|上证中盘|14, 29, 9|11.95993
MA|000045|上证小盘|5, 5, 41|5.57018
MACD|000045|上证小盘|12, 22, 8|-0.09573
MA|000046|上证中小|4, 4, 26|5.40812
MACD|000046|上证中小|15, 29, 7|6.43986
MA|000047|上证全指|4, 4, 59|18.24753
MACD|000047|上证全指|15, 30, 11|17.72711
MA|000048|责任指数|4, 4, 35|28.85245
MACD|000048|责任指数|15, 30, 11|21.7464
MA|000049|上证民企|4, 4, 38|23.661
MACD|000049|上证民企|12, 25, 8|21.67459
MA|000050|50等权|4, 4, 41|18.17815
MACD|000050|50等权|15, 29, 11|15.96531
MA|000051|180等权|4, 4, 49|7.72909
MACD|000051|180等权|13, 29, 7|7.67015
MA|000052|50基本|4, 4, 41|30.10156
MACD|000052|50基本|10, 29, 8|22.09457
MA|000053|180基本|4, 4, 41|25.12024
MACD|000053|180基本|15, 30, 10|19.67431
MA|399001|深证成指|4, 4, 51|14.09072
MACD|399001|深证成指|11, 23, 7|9.38056
MA|399002|深成指R|4, 4, 54|14.15682
MACD|399002|深成指R|11, 23, 7|10.65939
MA|399003|成份Ｂ指|4, 4, 60|11.52215
MACD|399003|成份Ｂ指|15, 30, 11|10.09048
MA|399004|深证100R|4, 4, 28|32.57285
